Record_ID,Year,Country,Region,Income_Level,Depression_Rate_Pct,Anxiety_Rate_Pct,Bipolar_Disorder_Rate_Pct,Schizophrenia_Rate_Pct,PTSD_Rate_Pct,Eating_Disorder_Rate_Pct,Substance_Use_Disorder_Pct,Suicide_Rate_Per_100k,Treatment_Gap_Pct,Healthcare_Access_Index,Psychiatrists_Per_100k,Govt_MentalHealth_Spending_PctGDP,Avg_Daily_Screen_Time_Hours,Unemployment_Rate_Pct,Urbanization_Rate_Pct,Social_Support_Index,Stigma_Index,Mental_Health_Crisis_Index,Crisis_Level
GMHCI-0539,2019,Mexico,North America,Upper-Middle,9.37,16.6,1.32,0.617,1.56,2.24,11.24,8.1,52.5,72.3,9.56,2.18,9.0,8.2,49.4,63.8,34.4,52.55,High
GMHCI-0540,2022,Bangladesh,Asia,Lower-Middle,9.18,10.21,1.44,0.674,8.38,3.86,7.96,5.73,87.5,40.7,1.39,2.36,7.9,9.7,55.5,54.6,66.3,53.33,High
GMHCI-0541,2015,Italy,Europe,High,16.47,13.79,3.09,0.798,8.25,3.91,10.98,7.31,37.4,77.8,15.1,6.04,8.3,15.6,39.3,91.4,29.2,55.67,High
GMHCI-0542,2019,France,Europe,High,15.15,11.98,1.58,0.403,2.06,3.21,7.89,7.29,45.1,75.8,8.16,5.56,6.9,9.0,41.7,83.2,31.6,53.7,High
GMHCI-0543,2024,Bangladesh,Asia,Lower-Middle,11.68,9.32,0.87,0.605,1.13,3.3,6.55,3.21,70.0,34.6,0.48,1.93,7.3,23.2,41.0,84.8,63.1,49.33,Moderate
GMHCI-0544,2018,Ukraine,Europe,Lower-Middle,10.76,12.49,3.41,0.302,2.34,1.03,7.72,3.92,76.3,21.7,1.26,2.12,11.0,5.1,43.7,29.2,69.9,53.91,High
GMHCI-0545,2018,South Korea,Asia,High,17.01,16.03,3.5,0.365,6.18,2.3,4.38,13.61,26.7,78.8,9.51,6.54,9.7,11.7,87.6,63.1,30.0,65.69,High
GMHCI-0546,2018,Brazil,South America,Upper-Middle,9.98,14.81,1.59,0.824,1.68,2.93,9.72,8.97,60.4,69.2,5.33,2.72,9.0,22.8,56.4,65.1,39.2,54.91,High
GMHCI-0547,2021,Ukraine,Europe,Lower-Middle,6.05,9.86,2.78,0.86,4.6,3.23,9.94,7.7,79.1,29.1,1.56,0.58,9.1,7.2,48.0,64.5,73.8,51.24,High
GMHCI-0548,2024,Germany,Europe,High,10.35,10.52,3.3,0.55,2.85,2.55,5.45,10.85,25.8,88.4,24.58,5.87,4.8,12.0,41.8,56.2,17.5,45.58,Moderate
GMHCI-0549,2023,Colombia,South America,Upper-Middle,12.41,13.09,2.66,0.393,3.45,2.85,5.03,8.3,50.9,49.9,9.22,3.11,6.9,8.3,89.6,64.3,55.1,56.72,High
GMHCI-0550,2015,Poland,Europe,Upper-Middle,7.43,16.1,2.53,0.604,5.04,3.74,5.07,9.77,60.1,63.5,6.7,3.0,6.1,16.4,77.7,51.9,37.6,53.36,High
GMHCI-0551,2018,Australia,Oceania,High,12.63,10.44,1.3,0.917,4.92,3.65,8.36,5.14,49.0,92.9,22.66,5.68,4.4,17.7,87.8,43.8,6.6,42.66,Moderate
GMHCI-0552,2022,South Korea,Asia,High,16.92,11.61,0.76,0.33,8.74,2.33,7.88,13.1,52.4,95.2,22.42,4.44,4.1,17.8,42.9,90.0,11.9,62.05,High
GMHCI-0553,2020,Philippines,Asia,Lower-Middle,11.97,10.26,0.61,0.384,2.13,3.0,7.34,11.49,74.1,25.3,0.53,1.47,9.3,4.0,92.5,41.8,84.1,65.87,High
GMHCI-0554,2024,France,Europe,High,16.24,18.05,0.89,0.454,6.25,3.91,7.74,7.79,38.0,94.4,23.82,6.22,3.5,7.3,76.8,76.2,10.6,57.19,High
GMHCI-0555,2018,Norway,Europe,High,10.24,21.08,2.99,0.778,2.53,3.42,5.35,10.62,27.1,78.5,24.53,9.82,9.0,25.5,71.1,32.2,17.4,54.89,High
GMHCI-0556,2023,Iran,Asia,Upper-Middle,7.49,14.71,2.45,0.381,1.48,2.75,6.45,8.43,67.2,52.9,8.03,5.54,10.3,27.2,60.4,80.5,40.2,51.8,High
GMHCI-0557,2019,Saudi Arabia,Asia,High,14.06,17.73,2.28,0.673,5.82,2.62,10.35,6.41,33.2,89.2,16.32,8.39,3.1,18.2,56.6,85.6,13.4,51.64,High
GMHCI-0558,2018,Thailand,Asia,Upper-Middle,14.63,13.62,1.64,1.09,6.51,1.86,7.38,5.72,52.3,61.4,3.91,5.34,4.5,21.8,27.7,40.4,47.8,55.82,High
GMHCI-0559,2018,Turkey,Asia,Upper-Middle,6.14,11.87,2.65,0.295,8.61,1.63,11.3,14.31,61.5,47.8,6.84,2.76,10.3,12.8,91.4,57.9,43.2,55.09,High
GMHCI-0560,2023,China,Asia,Upper-Middle,11.19,10.35,2.26,0.52,3.97,0.75,5.57,7.71,61.1,57.9,9.72,5.09,10.2,21.2,66.6,21.5,42.2,51.34,High
GMHCI-0561,2018,Mexico,North America,Upper-Middle,13.93,12.83,2.01,0.336,2.23,3.19,11.27,7.25,58.2,50.1,7.87,4.71,5.2,17.1,42.8,85.8,57.0,58.54,High
GMHCI-0562,2022,Pakistan,Asia,Lower-Middle,7.53,11.44,3.42,0.888,6.87,0.65,6.46,10.23,82.4,25.3,0.22,2.37,3.7,22.9,60.6,25.8,81.1,59.84,High
GMHCI-0563,2016,Sweden,Europe,High,15.65,21.8,1.26,0.997,5.68,1.2,10.46,7.77,25.8,77.1,20.5,7.37,3.7,11.4,85.6,23.2,23.9,59.88,High
GMHCI-0564,2015,Ghana,Africa,Lower-Middle,9.28,5.64,1.56,0.815,8.75,3.49,10.91,4.29,79.9,47.4,1.18,2.43,10.4,21.1,48.7,26.6,59.7,45.16,Moderate
GMHCI-0565,2015,Poland,Europe,Upper-Middle,7.65,17.6,1.57,0.786,1.94,2.88,11.33,15.63,63.2,45.4,2.7,3.67,9.4,12.5,92.6,31.6,53.0,65.96,High
GMHCI-0566,2019,Netherlands,Europe,High,17.07,16.04,1.73,0.905,6.21,3.16,1.82,8.82,30.8,82.2,9.35,7.25,4.3,26.1,78.9,66.2,22.2,58.58,High
GMHCI-0567,2015,Iran,Asia,Upper-Middle,14.39,9.36,2.67,0.482,3.82,0.75,7.1,7.21,50.3,61.7,6.09,5.18,3.4,6.7,34.0,57.2,33.6,51.25,High
GMHCI-0568,2016,Argentina,South America,Upper-Middle,10.1,10.1,2.46,0.917,6.53,3.95,11.26,6.29,64.6,67.1,5.23,5.21,9.7,27.7,95.3,46.2,29.3,46.23,Moderate
GMHCI-0569,2015,Spain,Europe,High,9.83,11.66,2.01,0.567,7.07,3.86,5.7,10.26,49.2,89.9,16.26,10.75,7.6,8.7,67.3,82.8,3.6,46.57,Moderate
GMHCI-0570,2016,Russia,Europe,Upper-Middle,13.45,15.23,1.8,0.753,4.84,3.84,2.41,15.97,59.4,71.1,3.3,4.09,8.6,9.2,54.5,45.2,38.8,69.62,High
GMHCI-0571,2016,Germany,Europe,High,9.28,13.8,2.21,1.069,3.18,1.21,7.11,15.69,51.9,73.8,20.36,6.27,5.8,3.4,68.3,77.9,35.8,60.54,High
GMHCI-0572,2016,Argentina,South America,Upper-Middle,12.3,10.23,1.45,1.023,3.32,3.72,5.34,11.82,50.7,48.4,2.17,3.67,8.7,27.2,92.1,21.5,54.3,58.71,High
GMHCI-0573,2019,Canada,North America,High,10.11,10.88,1.29,1.167,3.58,1.39,8.05,9.73,46.4,93.8,10.19,6.64,5.9,5.1,77.4,93.3,1.9,44.83,Moderate
GMHCI-0574,2020,Indonesia,Asia,Lower-Middle,9.59,12.93,1.95,0.651,2.79,2.31,2.13,5.91,86.8,38.0,1.21,2.04,4.0,14.1,33.2,40.2,68.0,56.77,High
GMHCI-0575,2022,Poland,Europe,Upper-Middle,11.83,15.53,3.06,0.913,5.27,2.18,11.99,17.42,63.5,51.5,2.93,5.09,3.7,13.8,28.6,20.4,50.8,72.08,High
GMHCI-0576,2024,Philippines,Asia,Lower-Middle,11.9,12.1,3.22,0.448,7.77,3.88,10.24,5.6,77.9,45.7,0.96,1.0,10.9,16.3,64.4,42.5,61.9,56.51,High
GMHCI-0577,2021,Brazil,South America,Upper-Middle,10.5,10.38,1.92,0.403,7.24,3.54,3.81,15.28,59.0,48.1,4.31,3.26,3.0,6.5,41.2,49.4,52.3,62.12,High
GMHCI-0578,2022,Poland,Europe,Upper-Middle,6.16,17.84,0.75,0.978,5.78,2.02,8.7,11.3,65.4,53.0,3.19,5.31,10.6,20.5,97.0,63.7,37.2,56.06,High
GMHCI-0579,2023,Netherlands,Europe,High,14.28,21.99,2.11,0.716,8.66,3.38,3.83,14.73,39.0,80.3,9.27,7.75,7.7,18.0,29.1,87.2,14.7,68.46,High
GMHCI-0580,2020,Saudi Arabia,Asia,High,9.33,18.94,1.26,1.066,3.87,0.85,2.92,10.85,51.8,87.9,15.33,4.4,5.7,5.6,45.4,89.8,6.8,54.19,High
GMHCI-0581,2020,Argentina,South America,Upper-Middle,14.83,14.84,2.55,1.16,8.42,2.48,3.25,11.66,72.4,55.3,7.41,4.16,7.2,3.4,95.1,80.8,46.6,68.35,High
GMHCI-0582,2019,Poland,Europe,Upper-Middle,10.09,9.8,3.4,0.697,1.97,3.79,8.08,6.32,69.5,55.7,3.77,4.92,8.8,15.0,45.5,68.5,53.9,50.42,High
GMHCI-0583,2024,Japan,Asia,High,14.27,11.02,1.78,0.584,4.95,2.89,1.79,10.74,35.7,78.5,19.88,7.02,5.6,17.1,38.2,53.0,29.4,54.63,High
GMHCI-0584,2018,Mexico,North America,Upper-Middle,14.29,10.76,2.82,0.919,6.13,0.68,11.62,17.46,59.0,54.8,4.59,4.33,7.1,6.1,25.8,94.4,40.7,69.01,High
GMHCI-0585,2015,Netherlands,Europe,High,16.01,10.62,0.51,0.214,7.31,3.15,6.5,6.62,54.0,96.3,15.53,7.19,6.2,16.2,68.1,87.1,0.0,49.35,Moderate
GMHCI-0586,2023,Kenya,Africa,Lower-Middle,6.39,10.22,2.83,0.78,7.3,3.89,6.46,5.67,81.4,35.1,0.4,1.83,3.3,24.6,65.4,64.7,70.3,49.05,Moderate
GMHCI-0587,2018,South Korea,Asia,High,13.43,18.33,2.14,0.614,8.11,3.5,3.71,10.78,27.3,70.6,24.61,6.69,3.2,24.0,51.2,67.3,35.4,59.78,High
GMHCI-0588,2016,Saudi Arabia,Asia,High,16.41,13.53,2.43,1.132,4.12,2.51,5.41,5.91,32.7,78.4,10.27,8.91,7.3,20.1,73.3,61.5,27.4,52.42,High
GMHCI-0589,2023,India,Asia,Lower-Middle,5.76,6.82,0.71,1.111,1.96,0.99,10.76,3.14,87.8,33.1,1.99,1.22,8.9,23.1,77.3,29.0,57.7,40.65,Moderate
GMHCI-0590,2018,Thailand,Asia,Upper-Middle,13.37,10.54,2.26,1.036,2.72,1.85,8.01,10.46,55.3,47.6,5.39,3.23,6.6,4.8,58.6,79.5,61.0,60.29,High
GMHCI-0591,2015,Germany,Europe,High,10.79,21.63,1.55,0.386,8.08,2.83,4.14,14.74,46.9,92.5,9.52,7.12,7.4,9.5,40.9,80.2,1.5,62.53,High
GMHCI-0592,2022,Spain,Europe,High,16.37,20.83,1.92,0.22,3.41,2.69,5.57,13.74,44.9,94.5,15.31,8.6,6.9,18.5,49.3,48.7,0.0,67.63,High
GMHCI-0593,2017,Germany,Europe,High,8.45,12.6,2.18,0.983,6.24,2.66,8.46,6.54,42.7,91.6,18.63,11.0,3.9,14.2,59.0,50.1,16.1,41.22,Moderate
GMHCI-0594,2017,Netherlands,Europe,High,17.82,11.02,2.94,0.928,8.6,3.08,4.55,10.9,40.5,78.1,20.32,5.42,5.1,10.1,61.6,78.7,21.9,59.39,High
GMHCI-0595,2021,Spain,Europe,High,14.38,21.02,2.1,1.145,6.69,1.07,3.57,4.8,38.6,84.1,17.14,11.95,9.5,22.1,91.4,46.8,23.8,55.23,High
GMHCI-0596,2024,Argentina,South America,Upper-Middle,13.17,8.98,0.6,0.536,5.7,1.03,2.35,11.7,57.8,53.0,5.39,3.85,9.6,10.4,33.8,26.0,54.8,59.77,High
GMHCI-0597,2016,Ukraine,Europe,Lower-Middle,8.95,11.23,2.99,0.997,8.74,3.48,11.5,11.02,83.6,43.3,0.14,2.04,6.0,5.5,61.6,53.5,61.4,59.95,High
GMHCI-0598,2018,Russia,Europe,Upper-Middle,12.6,11.62,3.17,1.188,8.98,1.67,11.56,5.04,58.7,50.3,3.7,3.75,4.5,7.8,64.2,64.1,53.7,52.1,High
GMHCI-0599,2023,South Africa,Africa,Upper-Middle,8.01,17.35,1.25,0.758,1.45,0.81,3.86,11.91,65.2,62.2,4.87,4.93,9.8,23.2,58.2,92.9,46.9,60.45,High
GMHCI-0600,2024,Canada,North America,High,12.9,21.88,0.83,0.495,4.11,3.69,3.24,6.63,25.0,96.3,14.57,10.91,10.3,26.4,76.5,71.0,4.3,51.49,High
GMHCI-0601,2024,Turkey,Asia,Upper-Middle,12.87,12.95,1.73,0.417,6.96,2.03,5.82,11.68,60.5,68.6,7.42,4.63,10.0,5.5,65.7,82.4,27.4,59.24,High
GMHCI-0602,2024,Saudi Arabia,Asia,High,14.58,10.5,3.1,0.968,4.2,2.98,8.02,12.52,44.2,89.7,19.72,10.96,7.0,11.2,78.6,88.5,18.3,56.69,High
GMHCI-0603,2024,India,Asia,Lower-Middle,10.1,8.84,1.24,0.465,1.78,0.64,8.57,10.57,71.8,25.8,0.62,2.34,6.5,22.6,78.5,73.2,72.3,58.58,High
GMHCI-0604,2023,Ukraine,Europe,Lower-Middle,5.26,12.06,1.4,0.827,4.6,3.56,6.61,9.12,70.8,41.3,1.15,1.73,3.9,20.9,51.0,34.6,55.8,50.14,High
GMHCI-0605,2017,Turkey,Asia,Upper-Middle,6.13,12.07,1.95,0.986,6.15,0.69,10.79,7.5,67.4,66.0,8.33,5.74,8.1,17.3,91.9,77.5,26.0,44.12,Moderate
GMHCI-0606,2022,Ghana,Africa,Lower-Middle,4.06,5.65,0.79,1.133,5.25,0.87,2.4,8.52,77.6,35.0,0.6,1.24,7.2,8.7,75.4,56.7,66.0,44.39,Moderate
GMHCI-0607,2020,Egypt,Africa,Lower-Middle,4.16,5.19,2.13,0.401,2.85,2.43,5.67,3.07,72.2,20.4,1.82,1.78,7.0,17.0,35.0,79.8,79.4,37.72,Moderate
GMHCI-0608,2018,Nigeria,Africa,Lower-Middle,4.69,11.04,0.75,0.229,4.37,3.98,11.4,4.86,84.2,33.6,1.9,0.8,8.3,18.5,47.5,67.5,62.1,45.5,Moderate
GMHCI-0609,2024,Kenya,Africa,Lower-Middle,6.03,12.49,2.45,0.994,8.35,2.63,9.32,3.71,80.8,20.2,0.73,1.8,6.1,14.4,32.3,47.8,70.5,47.82,Moderate
GMHCI-0610,2017,United Kingdom,Europe,High,15.26,16.74,2.8,0.243,8.65,2.26,2.84,8.17,27.5,87.6,18.64,4.7,3.7,27.5,37.2,21.0,16.2,54.4,High
GMHCI-0611,2016,Argentina,South America,Upper-Middle,8.2,13.3,1.14,0.871,1.3,3.65,6.89,5.41,55.3,49.6,8.12,5.25,9.5,22.2,82.3,42.2,40.7,45.56,Moderate
GMHCI-0612,2024,Spain,Europe,High,8.12,18.14,2.57,0.5,6.59,3.65,7.9,14.4,34.7,77.3,9.95,4.01,6.6,22.9,93.4,30.0,26.1,56.99,High
GMHCI-0613,2023,Russia,Europe,Upper-Middle,14.73,12.14,2.72,0.871,8.15,2.4,10.85,9.5,60.4,51.2,3.92,2.49,9.5,20.7,71.0,78.7,50.3,61.48,High
GMHCI-0614,2023,France,Europe,High,17.4,16.67,1.99,0.247,2.56,3.79,10.6,10.76,25.8,77.1,18.16,4.22,10.3,3.4,68.3,87.3,20.9,61.35,High
GMHCI-0615,2021,Australia,Oceania,High,13.54,15.91,2.8,0.799,8.85,2.93,1.88,7.82,26.4,96.4,14.2,7.27,7.7,3.4,39.7,39.7,1.7,48.43,Moderate
GMHCI-0616,2015,China,Asia,Upper-Middle,10.98,10.46,2.91,0.269,1.91,1.84,5.1,10.07,58.7,47.4,3.99,5.28,7.7,20.5,62.4,56.8,53.8,55.8,High
GMHCI-0617,2021,China,Asia,Upper-Middle,8.77,13.34,1.4,0.566,1.74,3.13,5.39,16.17,66.4,52.4,5.26,5.7,8.0,16.2,40.9,44.7,42.7,63.33,High
GMHCI-0618,2020,Poland,Europe,Upper-Middle,14.96,11.59,0.66,0.344,4.66,1.18,2.14,12.23,54.5,60.8,6.57,2.7,6.7,25.5,38.7,91.7,39.7,62.6,High
GMHCI-0619,2015,New Zealand,Oceania,High,8.91,14.66,0.6,0.972,7.36,1.92,10.6,8.39,28.6,73.4,13.63,10.5,6.5,4.5,68.4,21.1,28.8,46.05,Moderate
GMHCI-0620,2024,Argentina,South America,Upper-Middle,12.3,11.28,2.1,0.71,5.46,3.32,9.27,16.77,62.7,61.1,7.37,5.99,9.5,22.7,85.3,43.7,29.5,64.65,High
GMHCI-0621,2023,Netherlands,Europe,High,17.76,17.05,3.4,0.76,4.17,0.9,10.24,9.93,43.8,80.4,16.86,11.69,7.7,12.6,33.5,25.6,14.5,62.84,High
GMHCI-0622,2020,Ukraine,Europe,Lower-Middle,9.83,7.18,0.84,1.118,1.76,2.57,11.16,5.06,77.8,30.0,1.31,2.45,8.1,7.8,75.3,76.6,65.4,48.93,Moderate
GMHCI-0623,2017,France,Europe,High,13.97,12.07,2.78,1.047,8.68,1.39,11.99,14.55,53.7,90.2,20.97,6.22,5.9,19.0,33.2,82.5,11.8,60.57,High
GMHCI-0624,2020,Nigeria,Africa,Lower-Middle,5.29,9.11,0.51,0.937,5.23,1.77,11.96,10.66,74.6,36.3,1.36,1.24,5.4,9.8,74.7,24.8,54.8,50.07,High
GMHCI-0625,2022,Tanzania,Africa,Low,6.79,9.07,1.27,0.361,7.46,0.68,2.58,3.48,93.9,23.0,0.2,0.23,7.0,4.8,58.8,86.4,79.3,48.78,Moderate
GMHCI-0626,2020,Spain,Europe,High,16.01,21.65,3.2,0.47,3.01,3.27,5.08,6.29,46.2,82.8,20.35,4.79,9.6,13.7,66.2,30.9,9.1,59.09,High
GMHCI-0627,2018,Indonesia,Asia,Lower-Middle,4.5,11.79,1.59,0.53,1.64,1.99,9.23,7.43,73.5,43.1,0.18,2.21,4.9,21.6,95.9,50.7,54.2,46.67,Moderate
GMHCI-0628,2019,Sweden,Europe,High,11.27,13.97,3.48,1.159,4.03,0.84,5.93,6.1,43.0,89.1,13.74,5.3,9.1,10.5,92.6,88.5,9.3,44.8,Moderate
GMHCI-0629,2018,India,Asia,Lower-Middle,6.94,13.88,1.81,0.485,5.38,0.97,10.41,7.65,74.4,41.8,0.32,2.47,5.9,11.1,69.1,78.8,59.2,53.15,High
GMHCI-0630,2024,Kenya,Africa,Lower-Middle,11.94,6.18,0.99,0.686,1.26,1.44,9.52,8.36,86.5,43.1,1.67,0.84,8.4,7.1,92.1,55.9,65.6,56.89,High
GMHCI-0631,2022,United Kingdom,Europe,High,13.23,16.6,1.96,1.066,1.61,1.75,5.99,13.56,37.2,75.3,14.36,7.67,4.3,15.5,92.9,91.0,20.8,61.11,High
GMHCI-0632,2017,Tanzania,Africa,Low,3.85,6.67,0.67,0.282,4.2,2.82,4.77,7.83,87.0,17.6,0.08,0.54,5.8,6.3,60.8,40.3,89.9,49.09,Moderate
GMHCI-0633,2019,Nigeria,Africa,Lower-Middle,11.64,11.25,2.93,0.862,2.48,3.75,4.85,3.7,76.0,49.6,1.6,1.0,9.7,11.0,77.1,95.0,41.7,49.42,Moderate
GMHCI-0634,2022,Ukraine,Europe,Lower-Middle,10.89,7.21,1.77,0.335,8.8,1.28,2.69,8.52,85.5,39.9,0.81,0.56,9.4,3.5,58.4,37.3,56.5,55.07,High
GMHCI-0635,2018,Poland,Europe,Upper-Middle,6.37,12.04,1.79,0.808,2.88,3.32,6.85,9.03,52.8,66.9,4.64,5.86,3.8,14.0,93.5,80.4,23.6,43.96,Moderate
GMHCI-0636,2015,Japan,Asia,High,14.84,21.88,2.01,0.631,3.98,2.9,7.87,8.87,41.5,96.6,21.7,11.78,9.2,5.9,46.2,25.4,0.0,59.17,High
GMHCI-0637,2022,South Africa,Africa,Upper-Middle,8.92,10.6,2.02,0.228,5.49,2.05,6.62,14.71,50.2,68.2,8.12,4.88,7.7,2.7,77.2,57.9,35.1,55.4,High
GMHCI-0638,2015,India,Asia,Lower-Middle,7.55,7.87,2.97,0.683,4.87,1.33,8.62,9.24,87.3,45.8,0.46,0.92,4.2,16.1,31.5,67.0,61.2,53.02,High
GMHCI-0639,2015,Indonesia,Asia,Lower-Middle,5.1,5.47,1.2,0.382,7.01,0.94,7.9,7.29,71.7,42.2,0.17,2.1,6.7,15.6,69.3,49.1,51.7,40.91,Moderate
GMHCI-0640,2017,Philippines,Asia,Lower-Middle,9.49,8.79,0.59,0.992,1.09,0.75,11.24,4.84,76.5,34.0,1.56,0.67,3.6,27.7,76.3,83.2,63.2,49.08,Moderate
GMHCI-0641,2019,Egypt,Africa,Lower-Middle,8.65,5.71,1.25,0.805,3.34,2.89,3.18,11.52,78.6,28.8,0.48,0.9,8.9,9.9,45.5,37.9,73.3,56.23,High
GMHCI-0642,2016,Ghana,Africa,Lower-Middle,5.36,10.07,1.86,0.41,8.79,0.51,10.38,5.42,80.5,41.9,1.95,1.3,7.1,12.0,68.5,87.6,59.2,45.33,Moderate
GMHCI-0643,2021,France,Europe,High,16.04,12.95,2.05,0.327,1.76,0.98,6.36,15.12,42.7,94.2,9.02,6.64,9.5,23.4,81.6,80.4,0.0,61.59,High
GMHCI-0644,2024,Kenya,Africa,Lower-Middle,6.92,11.42,3.05,1.018,5.75,1.97,9.26,8.49,85.4,40.9,1.17,2.02,9.3,26.3,89.9,33.6,60.1,53.87,High
GMHCI-0645,2017,New Zealand,Oceania,High,9.9,14.23,1.52,0.879,2.67,3.97,7.34,4.51,42.9,82.8,24.65,6.17,9.7,12.4,63.9,24.6,17.5,42.14,Moderate
GMHCI-0646,2020,Egypt,Africa,Lower-Middle,8.35,12.79,0.86,0.783,3.55,3.72,6.27,11.19,72.3,41.7,0.4,1.31,7.1,7.0,60.4,39.9,52.2,57.66,High
GMHCI-0647,2017,Netherlands,Europe,High,13.37,21.6,0.79,1.198,4.26,3.45,2.17,12.4,29.9,90.1,23.06,8.99,9.4,23.7,31.3,20.4,8.2,61.23,High
GMHCI-0648,2023,Canada,North America,High,17.97,21.1,2.63,0.885,8.32,2.01,10.94,15.33,38.0,97.8,24.45,5.65,6.8,24.4,77.0,69.1,10.6,72.84,High
GMHCI-0649,2022,United Kingdom,Europe,High,13.93,12.68,0.65,1.003,6.35,3.03,11.57,8.43,49.0,86.6,14.53,4.27,8.3,25.4,85.8,77.3,9.1,51.45,High
GMHCI-0650,2024,United Kingdom,Europe,High,12.92,20.46,3.14,1.068,2.08,1.55,6.28,11.38,31.6,76.8,24.11,5.32,6.7,6.7,89.8,23.0,15.3,59.48,High
GMHCI-0651,2019,Iran,Asia,Upper-Middle,14.01,17.75,1.55,0.657,4.46,3.17,8.28,15.37,58.5,56.0,5.16,5.43,5.3,14.2,41.3,32.2,45.5,72.72,High
GMHCI-0652,2021,Kenya,Africa,Lower-Middle,6.53,13.7,3.15,1.137,1.05,2.95,10.01,10.85,70.3,34.3,0.43,2.1,4.0,15.4,48.9,44.1,57.2,55.93,High
GMHCI-0653,2023,Australia,Oceania,High,11.88,18.57,0.71,0.599,4.95,3.59,9.4,7.21,39.1,85.4,23.96,11.84,10.5,26.3,35.6,49.5,8.3,50.63,High
GMHCI-0654,2015,Ethiopia,Africa,Low,5.48,8.34,2.59,0.723,2.41,3.32,10.49,7.47,90.8,16.3,0.07,0.39,9.6,21.3,82.2,28.5,80.5,51.54,High
GMHCI-0655,2022,Colombia,South America,Upper-Middle,13.85,13.79,3.15,0.821,3.65,1.71,9.85,10.69,67.2,57.7,7.9,2.06,4.1,9.3,63.3,44.1,36.4,62.37,High
GMHCI-0656,2024,Australia,Oceania,High,11.51,20.35,0.58,0.486,6.12,4.0,4.65,13.32,34.9,88.5,10.29,6.9,5.2,3.4,56.6,64.7,10.4,59.89,High
GMHCI-0657,2020,New Zealand,Oceania,High,9.12,16.9,1.84,0.409,8.45,1.53,4.07,6.6,39.0,76.4,13.63,4.53,5.4,20.5,90.8,67.6,33.4,48.18,Moderate
GMHCI-0658,2020,Russia,Europe,Upper-Middle,10.32,16.3,3.1,0.353,7.33,1.72,3.1,8.52,69.8,71.5,9.71,5.32,10.7,23.1,67.7,29.9,30.4,56.23,High
GMHCI-0659,2016,South Korea,Asia,High,17.59,11.95,2.75,0.842,4.34,1.25,7.27,11.53,52.5,75.1,17.32,9.85,9.7,15.1,74.0,41.0,28.9,63.68,High
GMHCI-0660,2016,Canada,North America,High,8.44,12.7,1.6,0.701,7.93,1.43,11.37,10.4,52.3,91.2,18.51,5.03,4.1,12.9,92.8,89.2,6.8,46.74,Moderate
GMHCI-0661,2018,Spain,Europe,High,11.16,18.61,0.99,0.313,8.48,2.34,3.86,15.13,46.2,85.9,24.38,7.16,4.5,7.5,95.7,80.1,19.7,63.46,High
GMHCI-0662,2024,China,Asia,Upper-Middle,7.9,12.8,2.15,1.111,8.77,3.92,5.61,5.86,59.5,51.3,7.92,3.16,6.7,15.8,68.9,56.9,42.1,46.17,Moderate
GMHCI-0663,2018,Sweden,Europe,High,8.75,18.84,0.79,1.163,6.07,1.54,7.5,11.29,46.4,86.5,15.9,9.57,3.4,26.0,29.6,80.8,23.0,55.51,High
GMHCI-0664,2022,Tanzania,Africa,Low,6.16,5.63,3.36,0.924,2.03,3.86,10.95,2.46,85.2,13.4,0.27,0.14,4.5,11.9,67.9,81.2,91.4,43.84,Moderate
GMHCI-0665,2019,Mexico,North America,Upper-Middle,12.91,10.43,2.38,0.242,7.47,1.53,8.84,14.77,61.7,69.7,6.43,5.29,8.4,7.1,80.8,72.1,23.5,60.9,High
GMHCI-0666,2021,Sweden,Europe,High,11.7,12.34,2.4,1.173,8.92,3.55,5.9,15.74,28.6,70.7,15.73,10.66,4.1,24.5,63.9,87.3,36.7,59.21,High
GMHCI-0667,2019,Saudi Arabia,Asia,High,10.59,21.51,2.52,1.11,7.68,2.08,9.21,11.33,35.6,95.4,15.64,11.33,8.9,12.9,69.6,36.8,10.1,56.96,High
GMHCI-0668,2017,Brazil,South America,Upper-Middle,14.8,13.97,0.74,1.088,6.34,2.93,3.48,6.9,61.4,54.0,2.11,4.13,5.6,2.3,37.7,85.3,50.5,59.81,High
GMHCI-0669,2024,Sweden,Europe,High,12.02,15.94,3.12,0.99,3.24,1.16,10.58,11.38,42.7,81.0,10.96,6.66,6.3,21.1,96.0,76.2,9.9,55.01,High
GMHCI-0670,2016,Colombia,South America,Upper-Middle,14.93,12.46,1.53,0.251,4.85,3.27,7.2,12.85,52.1,60.0,2.19,3.06,7.4,19.5,49.4,54.5,35.3,63.18,High
GMHCI-0671,2017,Philippines,Asia,Lower-Middle,11.11,13.27,1.58,1.017,7.42,2.15,9.79,10.11,75.5,35.5,2.0,2.3,8.3,14.8,42.5,35.3,65.0,62.84,High
GMHCI-0672,2021,Egypt,Africa,Lower-Middle,6.95,6.2,3.25,0.783,9.0,2.79,2.1,9.2,72.4,28.3,1.7,0.88,3.9,3.6,97.8,30.0,74.4,50.31,High
GMHCI-0673,2018,Italy,Europe,High,8.51,16.45,3.43,0.292,3.62,2.86,7.51,7.81,36.7,86.4,16.58,5.48,4.0,26.2,46.8,85.0,12.6,45.13,Moderate
